iter	Logloss
182	0.2620202246
183	0.2620003644
184	0.2619657607
185	0.2619431289
186	0.2619263724
187	0.2618887857
188	0.2618697091
189	0.2618500443
190	0.2618219402
191	0.2618014644
192	0.2617844752
193	0.2617538165
194	0.2617210609
195	0.2617059815
196	0.2616816942
197	0.2616605719
198	0.2616339627
199	0.2616043999
200	0.2615750964
201	0.2615597113
202	0.2615492194
203	0.2615273778
204	0.2615068059
205	0.2614825724
206	0.2614665825
207	0.2614487604
208	0.2614257307
209	0.2614055297
210	0.2613847551
211	0.261359774
212	0.2613401726
213	0.2613103718
214	0.2612931308
215	0.2612673197
216	0.2612429443
217	0.2612188978
218	0.2611979186
219	0.2611829818
220	0.2611623557
221	0.2611451868
222	0.2611028157
223	0.261084834
224	0.2610624058
225	0.2610495821
226	0.2610272257
227	0.2610028787
228	0.2609786717
229	0.260966476
230	0.2609469801
231	0.2609290895
232	0.2609101681
233	0.2608899984
234	0.2608734923
235	0.2608515208
236	0.2608320405
237	0.2608181114
238	0.2607955965
239	0.2607730502
240	0.2607535651
241	0.260730761
242	0.2607083576
243	0.2606899745
244	0.2606753797
245	0.2606565477
246	0.2606383576
247	0.2606197266
248	0.2606031873
249	0.2605840043
250	0.2605592675
251	0.2605343317
252	0.2605218009
253	0.260505173
254	0.2604847929
255	0.2604635559
256	0.2604431466
257	0.2604257754
258	0.2604095018
259	0.2603926582
260	0.26036696
261	0.2603419626
262	0.2603277276
263	0.2603117009
264	0.2602906304
265	0.2602673493
266	0.2602480315
267	0.2602221042
268	0.2602087468
269	0.2601943531
270	0.260178367
271	0.2601592133
272	0.2601329594
273	0.2601197011
274	0.2601077418
275	0.2600868025
276	0.2600583703
277	0.2600420914
278	0.2600278312
279	0.2600107564
280	0.2599898526
281	0.2599747124
282	0.2599447282
283	0.2599259989
284	0.2599029486
285	0.259886176
286	0.2598610687
287	0.2598468512
288	0.2598233992
289	0.2598039884
290	0.2597835779
291	0.2597582218
292	0.2597320192
293	0.259715889
294	0.2596958147
295	0.2596783667
296	0.2596654671
297	0.2596559223
298	0.2596352068
299	0.2596129009
300	0.2595883677
301	0.259571535
302	0.2595517167
303	0.2595364248
304	0.2595136442
305	0.2594939479
306	0.2594773183
307	0.2594666051
308	0.2594445316
309	0.259429586
310	0.2594121739
311	0.2594041752
312	0.2593887427
313	0.2593728188
314	0.2593454502
315	0.2593370759
316	0.2593248301
317	0.2593083107
318	0.2592895796
319	0.2592744728
320	0.2592606334
321	0.2592415983
322	0.2592256033
323	0.2592037491
324	0.259186869
325	0.2591635486
326	0.2591447193
327	0.2591350478
328	0.2591086819
329	0.2590912503
330	0.2590664032
331	0.259049451
332	0.2590306669
333	0.2590083542
334	0.2589837994
335	0.2589712808
336	0.2589524942
337	0.2589280574
338	0.2589090742
339	0.25888948
340	0.2588683954
341	0.2588518219
342	0.2588304227
343	0.2588154699
344	0.2587957093
345	0.2587633428
346	0.2587563126
347	0.2587425819
348	0.2587190373
349	0.2587018785
350	0.2586815891
351	0.2586699085
352	0.2586543854
353	0.258640164
354	0.2586275674
355	0.2586060873
356	0.2585859964
357	0.2585687418
358	0.2585441434
359	0.2585148907
360	0.2585038027
361	0.2584877527
362	0.2584711116
363	0.2584501424
364	0.2584356461
365	0.258420507
366	0.2583981527
367	0.2583843544
368	0.258363161
369	0.2583383073
370	0.2583261695
371	0.2583125363
372	0.2582877804
373	0.2582671299
374	0.2582425122
375	0.258211582
376	0.2581966458
377	0.2581740937
378	0.258160362
379	0.2581460684
380	0.2581316355
381	0.2581175152
382	0.2581050303
383	0.2580901127
384	0.2580680195
385	0.258051385
386	0.2580252478
387	0.2580157483
388	0.2580003053
389	0.2579836911
390	0.2579668634
391	0.2579493464
392	0.2579142563
393	0.2578978523
394	0.2578761536
395	0.257864778
396	0.2578480162
397	0.2578294394
398	0.2577985839
399	0.2577825372
400	0.2577661146
401	0.2577493465
402	0.2577328527
403	0.2577259157
404	0.2577082037
405	0.2576950315
406	0.2576782596
407	0.2576558615
408	0.2576377969
409	0.2576205935
410	0.2576019213
411	0.2575894757
412	0.2575772865
413	0.2575619213
414	0.2575420205
415	0.2575213716
416	0.2575102767
417	0.2574890635
418	0.2574682346
419	0.2574521106
420	0.2574310878
421	0.2574080134
422	0.2573967938
423	0.2573778347
424	0.257358501
425	0.2573377095
426	0.25732129
427	0.257306708
428	0.257290241
429	0.2572728963
430	0.2572578878
431	0.2572383805
432	0.2572256641
433	0.2572050864
434	0.2571902851
435	0.2571787481
436	0.2571666734
437	0.2571532038
438	0.2571398398
439	0.2571237743
440	0.2571106485
441	0.2570913752
442	0.2570817589
443	0.2570620517
444	0.2570454531
445	0.2570284514
446	0.2570076814
447	0.2570005211
448	0.2569914421
449	0.25698146
450	0.2569630317
451	0.2569384728
452	0.2569193992
453	0.2568987262
454	0.2568816863
455	0.2568655635
456	0.2568494994
457	0.2568258347
458	0.2568027275
459	0.2567977901
460	0.256783154
461	0.2567678458
462	0.2567512641
463	0.2567308605
464	0.2567087208
465	0.2566924814
466	0.2566765542
467	0.2566591749
468	0.256640908
469	0.256619483
470	0.2566015843
471	0.256588073
472	0.2565724329
473	0.2565562522
474	0.2565410195
475	0.2565297808
476	0.2565147005
477	0.2565002302
478	0.2564779798
479	0.2564681015
480	0.2564536434
481	0.2564400472
482	0.2564204697
483	0.256409874
484	0.25640068
485	0.2563833754
486	0.2563727479
487	0.256352126
488	0.2563375255
489	0.2563296815
490	0.2563106298
491	0.256288671
492	0.2562723575
493	0.2562549927
494	0.2562399421
495	0.2562287536
496	0.2562086142
497	0.2561879427
498	0.2561707304
499	0.2561571308
500	0.256138958
501	0.2561171673
502	0.2560942696
503	0.2560779228
504	0.256064255
505	0.2560510954
506	0.2560336041
507	0.2560180356
508	0.2560044047
509	0.2559935408
510	0.2559831697
511	0.2559716593
512	0.2559555186
513	0.2559409582
514	0.2559253032
515	0.2559105378
516	0.2558909896
517	0.2558744637
518	0.2558559974
519	0.2558350214
520	0.2558236271
521	0.2558064303
522	0.2557957967
523	0.2557797898
524	0.2557637643
525	0.2557473047
526	0.2557254492
527	0.2557023867
528	0.2556861464
529	0.2556614758
530	0.2556517561
531	0.2556403524
532	0.2556203836
533	0.2556055334
534	0.2555912431
535	0.2555744009
536	0.2555549514
537	0.2555382376
538	0.2555188512
539	0.2555048514
540	0.2554892916
541	0.2554760194
542	0.2554592573
543	0.2554387627
544	0.2554218593
545	0.2554037816
546	0.2553892437
547	0.2553673793
548	0.2553445027
549	0.2553322649
550	0.2553103892
551	0.2553012574
552	0.2552869697
553	0.2552773615
554	0.2552644371
555	0.2552577416
556	0.2552446072
557	0.2552289508
558	0.2552180823
559	0.2552043823
560	0.2551981167
561	0.2551823876
562	0.255161782
563	0.2551496806
564	0.2551322378
565	0.2551167828
566	0.2551146364
567	0.2551041055
568	0.2550808864
569	0.2550647861
570	0.2550479747
571	0.2550360016
572	0.2550203647
573	0.2550072115
574	0.2549933939
575	0.2549738573
576	0.2549488935
577	0.2549271348
578	0.2549074006
579	0.254894826
580	0.2548756513
581	0.254861454
582	0.2548461244
583	0.2548280668
584	0.2548163022
585	0.2548027561
586	0.2547905961
587	0.2547792485
588	0.2547621797
589	0.2547536977
590	0.2547441125
591	0.2547297729
592	0.2547175393
593	0.254703416
594	0.2546824595
595	0.2546702196
596	0.2546602889
597	0.2546453039
598	0.2546371838
599	0.2546236979
600	0.2546022989
601	0.2545857848
602	0.2545720765
603	0.2545622694
604	0.2545504507
605	0.2545474113
606	0.2545329302
607	0.2545208117
608	0.2545035386
609	0.2544851141
610	0.254469434
611	0.2544555654
612	0.2544387848
613	0.2544265532
614	0.2544066297
615	0.2543907826
616	0.2543763802
617	0.2543587954
618	0.2543460439
619	0.2543349615
620	0.254328918
621	0.254313961
622	0.2543030224
623	0.2542941756
624	0.2542830964
625	0.2542647029
626	0.2542474455
627	0.254229436
628	0.2542235466
629	0.2542093833
630	0.2541972888
631	0.2541842443
632	0.2541727793
633	0.2541599033
634	0.2541468892
635	0.2541301534
636	0.2541206236
637	0.2540981877
638	0.2540778745
639	0.2540570638
640	0.254045296
641	0.2540312249
642	0.254020089
643	0.254002084
644	0.2539896749
645	0.2539743181
646	0.253961708
647	0.2539431272
648	0.253921012
649	0.2539103698
650	0.2538969181
651	0.253886423
652	0.2538685839
653	0.253854554
654	0.2538437111
655	0.2538257275
656	0.2538119628
657	0.2537997642
658	0.2537881793
659	0.2537634311
660	0.2537516097
661	0.253733794
662	0.2537181166
663	0.2537019938
664	0.2536925092
665	0.2536777353
666	0.2536649053
667	0.253655202
668	0.2536422593
669	0.2536281047
670	0.2536152374
671	0.2535967242
672	0.2535830605
673	0.2535690977
674	0.2535512871
675	0.2535298272
676	0.253517
677	0.2535056568
678	0.2534964386
679	0.2534841703
680	0.2534680873
681	0.2534578457
682	0.2534475599
683	0.2534314821
684	0.253416042
685	0.2533988694
686	0.2533849514
687	0.2533757766
688	0.2533693995
689	0.25335712
690	0.2533451941
691	0.2533322587
692	0.2533172747
693	0.2533003331
694	0.253291367
695	0.253274658
696	0.2532612974
697	0.2532466786
698	0.2532338441
699	0.2532205478
700	0.2532070087
701	0.253197039
702	0.2531854151
703	0.2531744168
704	0.2531548318
705	0.2531349789
706	0.2531277688
707	0.2531198168
708	0.2531076675
709	0.2530943282
710	0.253086764
711	0.2530647547
712	0.2530483748
713	0.2530323366
714	0.2530099673
715	0.2529952526
716	0.2529807311
717	0.2529664564
718	0.2529429225
719	0.2529319405
720	0.2529221448
721	0.2529096749
722	0.2528948736
723	0.2528793101
724	0.2528656184
725	0.2528482068
726	0.2528319181
727	0.2528218143
728	0.2528039204
729	0.2527903012
730	0.2527769853
731	0.252764762
732	0.2527601866
733	0.2527438599
734	0.25272898
735	0.2527217662
736	0.2527087154
737	0.2526958174
738	0.2526774621
739	0.2526651286
740	0.2526561876
741	0.2526398954
742	0.2526258137
743	0.2526130265
744	0.2526037124
745	0.2525938147
746	0.2525791334
747	0.2525697185
748	0.2525586443
749	0.2525388827
750	0.2525261183
751	0.2525159288
752	0.2525038447
753	0.2524876846
754	0.2524775315
755	0.2524670648
756	0.2524519479
757	0.2524417007
758	0.252426543
759	0.2524131892
760	0.2524011169
761	0.2523901357
762	0.2523779509
763	0.2523677749
764	0.2523628564
765	0.2523476686
766	0.252334353
767	0.2523224405
768	0.2523059876
769	0.252295819
770	0.2522867656
771	0.2522665228
772	0.2522535293
773	0.2522282599
774	0.2522151229
775	0.2521969675
776	0.2521823302
777	0.2521670935
778	0.2521448234
779	0.2521423394
780	0.2521251521
781	0.2521130542
782	0.252094081
783	0.252080107
784	0.2520669507
785	0.2520486326
786	0.2520384993
787	0.2520237212
788	0.2520142378
789	0.25199763
790	0.2519853193
791	0.2519660016
792	0.2519502464
793	0.2519370026
794	0.2519268479
795	0.2519076165
796	0.2518941714
797	0.2518806287
798	0.2518737435
799	0.2518655565
800	0.2518539583
801	0.2518340958
802	0.2518195729
803	0.2518051959
804	0.2517947115
805	0.2517738872
806	0.2517588141
807	0.2517424821
808	0.2517246037
809	0.2517141028
810	0.2516993732
811	0.2516860614
812	0.2516750277
813	0.2516637891
814	0.2516531884
815	0.2516440543
816	0.2516303707
817	0.2516122729
818	0.2516022394
819	0.2515915128
820	0.2515759457
821	0.2515691476
822	0.2515559032
823	0.2515475832
824	0.2515419255
825	0.2515318469
826	0.2515144764
827	0.2514986366
828	0.2514861809
829	0.2514665585
830	0.2514500522
831	0.251437043
832	0.2514199469
833	0.2514066037
834	0.2513905834
835	0.2513778833
836	0.2513652435
837	0.2513444503
838	0.2513361392
839	0.2513219228
840	0.2513086512
841	0.2512949613
842	0.2512826725
843	0.2512717986
844	0.2512579543
845	0.251235861
846	0.2512194789
847	0.2512071074
848	0.2511937287
849	0.2511821392
850	0.2511642821
851	0.2511504741
852	0.2511377996
853	0.2511263321
854	0.2511153252
855	0.2511052887
856	0.2510896711
857	0.2510761942
858	0.2510656043
859	0.2510512749
860	0.2510398908
861	0.2510308067
862	0.2510150716
863	0.2509974885
864	0.2509829032
865	0.2509656453
866	0.2509558571
867	0.2509393961
868	0.2509214898
869	0.2509096142
870	0.2508970909
871	0.2508849242
872	0.2508740218
873	0.2508521326
874	0.2508398764
875	0.2508322061
876	0.2508242821
877	0.2508064891
878	0.2507939069
879	0.2507827389
880	0.2507685765
881	0.2507504283
882	0.2507374875
883	0.250728238
884	0.2507112962
885	0.2507001404
886	0.2506852954
887	0.2506759392
888	0.2506649317
889	0.2506544265
890	0.2506441234
891	0.2506329306
892	0.2506172947
893	0.2506003605
894	0.2505871706
895	0.2505715217
896	0.2505573916
897	0.2505479247
898	0.2505326755
899	0.250523252
900	0.2505117013
901	0.2504995625
902	0.2504959934
903	0.2504865378
904	0.2504646897
905	0.2504561512
906	0.2504383865
907	0.2504257831
908	0.2504103509
909	0.2503979539
910	0.250382829
911	0.2503680228
912	0.2503522974
913	0.2503460098
914	0.2503322278
915	0.250318556
916	0.2503067226
917	0.2502982346
918	0.250288201
919	0.2502788454
920	0.2502656788
921	0.2502593462
922	0.2502487429
923	0.2502320147
924	0.2502161422
925	0.2501955306
926	0.2501824257
927	0.2501674143
928	0.2501546607
929	0.2501422302
930	0.2501245224
931	0.2501097048
932	0.2500935419
933	0.2500811468
934	0.2500638745
935	0.2500497089
936	0.2500364082
937	0.2500180138
938	0.250014452
939	0.2500009546
940	0.2499903388
941	0.2499784167
942	0.2499672142
943	0.2499422595
944	0.2499322225
945	0.2499172541
946	0.2499007233
947	0.2498912256
948	0.2498782114
949	0.2498652781
950	0.249849305
951	0.2498310253
952	0.2498162615
953	0.2498006967
954	0.2497836015
955	0.2497727352
956	0.249762206
957	0.2497517691
958	0.2497427753
959	0.2497284255
960	0.249714346
961	0.2497000989
962	0.2496915288
963	0.2496766238
964	0.2496660437
965	0.2496466271
966	0.2496318719
967	0.2496152034
968	0.2496034724
969	0.2495906856
970	0.2495765234
971	0.2495639862
972	0.2495493437
973	0.2495262018
974	0.2495057437
975	0.2494924703
976	0.249481456
977	0.2494650798
978	0.2494582992
979	0.2494484325
980	0.2494352449
981	0.2494199881
982	0.2494060902
983	0.2493934831
984	0.2493737822
985	0.2493594021
986	0.249350317
987	0.2493398546
988	0.2493252216
989	0.2493120453
990	0.2492996713
991	0.2492857665
992	0.2492751318
993	0.2492648353
994	0.2492556227
995	0.2492426905
996	0.2492370726
997	0.2492271546
998	0.2492137701
999	0.2492053177

9	0.2491723852
